,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,1.5575459999999999,124.30096
1,1.3055291175842285,1.5553139999999999,124.3085
2,2.6101343631744385,1.5540459999999998,124.29468
3,3.9119980335235596,1.553574,124.31028
4,5.218066453933716,1.5531760000000001,124.29416
5,6.522242307662964,1.554056,124.28473
6,7.827357530593872,1.554109,124.29248
7,9.12735104560852,1.5529140000000001,124.28327
8,10.43573522567749,1.553239,124.27489
9,11.734531164169312,1.551856,124.28526
10,13.044212102890015,1.5530400000000002,124.29028
11,14.34250020980835,1.5526209999999998,124.2729
12,15.6508047580719,1.552862,124.2706
13,16.95365262031555,1.5534489999999999,124.27908
14,18.258230686187744,1.552663,124.29395
15,19.566959142684937,1.552778,124.29353
16,20.876290798187256,1.5527360000000001,124.29468
17,22.180253505706787,1.5537839999999998,124.28526
18,23.48443102836609,1.553155,124.28316
19,24.78334093093872,1.552946,124.28212
20,26.092427492141724,1.553658,124.29206
21,27.39784026145935,1.5538990000000001,124.29248
22,28.696221113204956,1.55413,124.27207
23,30.00571084022522,1.553208,124.29667
24,31.310921907424927,1.553417,124.29196
25,32.61554288864136,1.553396,124.28578
26,33.920198917388916,1.5532810000000001,124.28034
27,35.22407388687134,1.552799,124.30411
28,36.52253293991089,1.5528199999999999,124.29165
29,37.837207317352295,1.5531659999999998,124.29154
30,39.136075496673584,1.5520340000000001,124.30107
31,40.44549489021301,1.551751,124.30264
32,41.75114727020264,1.551898,124.30013
33,43.049947023391724,1.5519500000000002,124.30002
34,44.355000734329224,1.552872,124.30034
35,45.66395616531372,1.552401,124.29877
36,46.96273112297058,1.5529350000000002,124.29908
37,48.27170133590698,1.552485,124.29154
38,49.57641005516052,1.552537,124.29123
39,50.875160455703735,1.551992,124.29552
40,52.18497133255005,1.552023,124.28746
41,53.49040627479553,1.552443,124.29091
42,54.794297218322754,1.5530609999999998,124.28432
43,56.103758335113525,1.5527469999999999,124.29039
44,57.40337085723877,1.552516,124.2951
45,58.71212601661682,1.552778,124.2928
