,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,0.796143,117.83428
1,0.8690369129180908,0.795451,117.83411
2,1.735609769821167,0.795965,117.83386
3,2.598062753677368,0.795996,117.83387
4,3.4620614051818848,0.795807,117.83392
5,4.333446025848389,0.7958489999999999,117.83383
6,5.197702646255493,0.795577,117.83364
7,6.066263437271118,0.795535,117.83373
8,6.939030885696411,0.795923,117.83373
9,7.802040338516235,0.7956610000000001,117.83361
10,8.6742262840271,0.795807,117.83351
11,9.537325382232666,0.795682,117.83347
12,10.404778480529785,0.795451,117.83327
13,11.277350425720215,0.795912,117.83369
14,12.144370079040527,0.7955139999999999,117.83332
15,13.012179851531982,0.7954410000000001,117.83351
16,13.879222869873047,0.795472,117.83349
17,14.746630668640137,0.795357,117.83343
18,15.613921403884888,0.795608,117.83334
19,16.472946643829346,0.795703,117.83326
20,17.34876251220703,0.795462,117.83351
21,18.215029001235962,0.795692,117.8334
22,19.080817461013794,0.7955139999999999,117.83326
23,19.947203874588013,0.7952830000000001,117.83316
24,20.81799054145813,0.795472,117.83318
25,21.68541693687439,0.7952830000000001,117.8331
26,22.551717042922974,0.7950630000000001,117.83298
27,23.41956925392151,0.795084,117.83326
28,24.287564754486084,0.7955450000000001,117.83308
29,25.1483473777771,0.7952,117.83297
30,26.013991594314575,0.795241,117.83284
31,26.881190061569214,0.795304,117.8328
32,27.75644540786743,0.795336,117.8331
33,28.622207641601562,0.795084,117.83275
34,29.48897910118103,0.795126,117.83279
35,30.35926651954651,0.795084,117.83302
36,31.226394414901733,0.7948010000000001,117.83283
37,32.09206199645996,0.794875,117.83279
38,32.95868444442749,0.795053,117.83256
39,33.824636936187744,0.7949590000000001,117.83233
40,34.690579414367676,0.794718,117.83249
41,35.555347204208374,0.79455,117.83255
42,36.42135262489319,0.794613,117.83252
43,37.28794479370117,0.794854,117.83242
44,38.15789842605591,0.795126,117.8326
45,39.02983117103577,0.794938,117.83237
46,39.895869731903076,0.7950630000000001,117.83235
47,40.76647067070007,0.7945289999999999,117.83187
48,41.63427662849426,0.795021,117.83204
49,42.501216173172,0.795158,117.83196
50,43.36911058425903,0.794319,117.83191
51,44.23601293563843,0.7946340000000001,117.8322
52,45.103013038635254,0.794592,117.83174
53,45.96280765533447,0.794435,117.83189
54,46.828731298446655,0.7941410000000001,117.83169
55,47.695550203323364,0.7947069999999999,117.83174
56,48.57122826576233,0.794456,117.8316
57,49.43723773956299,0.794833,117.83149
58,50.3075954914093,0.794539,117.83127
59,51.17470145225525,0.794497,117.83118
60,52.042612075805664,0.7946230000000001,117.83124
61,52.910085916519165,0.7944239999999999,117.83135
62,53.77321410179138,0.794173,117.83112
63,54.63931632041931,0.7941619999999999,117.83119
64,55.504985332489014,0.79412,117.83103
65,56.37104082107544,0.794235,117.831
66,57.24690508842468,0.7944869999999999,117.83082
67,58.109718322753906,0.7939419999999999,117.83076
68,58.97459387779236,0.794497,117.83034
69,59.84415364265442,0.793617,117.83073
