,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,-0.223243,108.6898
1,0.8682966232299805,-0.223505,108.69001
2,1.7319920063018799,-0.224102,108.68999
3,2.5986721515655518,-0.224312,108.69007
4,3.4701874256134033,-0.224291,108.69048
5,4.331250190734863,-0.224857,108.69047
6,5.197216033935547,-0.224459,108.6902
7,6.069896459579468,-0.224794,108.69024
8,6.939421892166138,-0.225088,108.69083
9,7.803990602493286,-0.224626,108.69106
10,8.674931764602661,-0.224993,108.69071
11,9.53347373008728,-0.224805,108.69075
12,10.410144090652466,-0.225465,108.69061
13,11.27646541595459,-0.225171,108.69079
14,12.141289472579956,-0.22515,108.69068
15,13.011833190917969,-0.22515,108.69068
16,13.871120691299438,-0.225014,108.69083
17,14.745445251464844,-0.225601,108.69094
18,15.608947277069092,-0.225591,108.69113
19,16.480069398880005,-0.225412,108.69106
20,17.347405910491943,-0.225423,108.69079
21,18.20985698699951,-0.225549,108.6908
22,19.08284616470337,-0.225685,108.6906
23,19.950578451156616,-0.225591,108.69089
24,20.809597730636597,-0.225853,108.69096
25,21.68560028076172,-0.225674,108.69073
26,22.55273938179016,-0.225632,108.69051
27,23.41948699951172,-0.225999,108.69082
28,24.280153036117554,-0.22553800000000002,108.69105
29,25.14624285697937,-0.22612500000000002,108.69104
30,26.021610498428345,-0.225549,108.69077
31,26.88804054260254,-0.225832,108.6908
32,27.74755048751831,-0.225863,108.69056
33,28.622686624526978,-0.226523,108.6908
34,29.49043846130371,-0.225915,108.69076
35,30.35753035545349,-0.22533899999999998,108.69097
36,31.220449447631836,-0.22603099999999998,108.69087
37,32.08639717102051,-0.226366,108.6908
38,32.95991230010986,-0.226513,108.69077
39,33.82530689239502,-0.22575800000000001,108.69082
40,34.693936347961426,-0.22619799999999998,108.69089
41,35.56124520301819,-0.22609400000000002,108.69076
42,36.42853355407715,-0.226345,108.69108
43,37.29211139678955,-0.22617700000000002,108.69071
44,38.158024311065674,-0.226052,108.69075
45,39.03040528297424,-0.22603099999999998,108.69075
46,39.89678454399109,-0.226376,108.69075
47,40.76470899581909,-0.226387,108.69074
48,41.63188052177429,-0.225926,108.69065
49,42.493796586990356,-0.22631400000000002,108.69053
50,43.36695742607117,-0.22619799999999998,108.69101
51,44.2293860912323,-0.22612500000000002,108.69061
52,45.09471011161804,-0.226156,108.69093
53,45.96887826919556,-0.226156,108.69101
54,46.83571243286133,-0.226932,108.69087
55,47.69983959197998,-0.226429,108.69086
56,48.571433305740356,-0.22661799999999999,108.69071
57,49.43872308731079,-0.22662800000000002,108.69088
58,50.297203540802,-0.22692099999999998,108.69093
59,51.163360834121704,-0.226282,108.69086
60,52.03983926773071,-0.226775,108.69108
61,52.90821123123169,-0.226502,108.69087
62,53.77392911911011,-0.226471,108.69126
63,54.638124227523804,-0.226974,108.69112
64,55.51034903526306,-0.227236,108.69127
65,56.37537240982056,-0.226974,108.6917
66,57.24108529090881,-0.226712,108.69152
67,58.112021923065186,-0.22695300000000002,108.69198
68,58.979304790496826,-0.227089,108.69176
69,59.838876485824585,-0.226838,108.69211
