,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,2.433953,132.07088
1,1.301067590713501,2.433555,132.05852
2,2.607259511947632,2.433534,132.06292
3,3.9125795364379883,2.4335649999999998,132.06438
4,5.21186900138855,2.433272,132.067
5,6.516446828842163,2.433376,132.06606
6,7.8256449699401855,2.433114,132.06491
7,9.124479055404663,2.432706,132.06596
8,10.433271408081055,2.43258,132.06648
9,11.7413489818573,2.4327900000000002,132.06721
10,13.047504663467407,2.432611,132.06648
11,14.352919578552246,2.4324860000000004,132.06637
12,15.651849508285522,2.43215,132.06407
13,16.961228847503662,2.4323069999999998,132.06334
14,18.265803575515747,2.432056,132.06355
15,19.57210063934326,2.431836,132.06459
16,20.876643180847168,2.431909,132.06365
17,22.17931365966797,2.431605,132.06334
18,23.478235006332397,2.431511,132.06355
19,24.77988910675049,2.431857,132.06323
20,26.09199833869934,2.431343,132.06166
21,27.39098858833313,2.43149,132.06082
22,28.700002908706665,2.4315629999999997,132.05957
23,30.004586458206177,2.43128,132.05946
24,31.31253671646118,2.43084,132.05925
25,32.61760950088501,2.43127,132.05884
26,33.92374038696289,2.431018,132.05852
27,35.22647190093994,2.4311860000000003,132.0581
28,36.532470703125,2.4308300000000003,132.05706
29,37.831583738327026,2.430767,132.05674
30,39.14032006263733,2.430725,132.05643
31,40.4461669921875,2.430526,132.0558
32,41.74363374710083,2.4306940000000004,132.05569
33,43.054436683654785,2.430432,132.05548
34,44.3585000038147,2.430222,132.05559
35,45.65703725814819,2.43018,132.05559
36,46.9666006565094,2.430453,132.05517
37,48.27085328102112,2.429813,132.05465
38,49.569628953933716,2.429614,132.05412
39,50.88426637649536,2.42973,132.05402
40,52.18955039978027,2.429813,132.05381
41,53.49285411834717,2.4299920000000004,132.04962
42,54.79860067367554,2.429541,132.03978
43,56.09741449356079,2.4297709999999997,132.03622
44,57.40618705749512,2.429478,132.03454
45,58.711730003356934,2.429656,132.03433
