,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,1.899574,127.33844
1,1.3090794086456299,1.9005269999999999,127.33875
2,2.6135289669036865,1.900223,127.33854
3,3.922499895095825,1.900904,127.33865
4,5.226904392242432,1.900056,127.33907
5,6.531642436981201,1.900035,127.33865
6,7.826032638549805,1.899448,127.33938
7,9.139944553375244,1.899553,127.33948
8,10.440563440322876,1.8993529999999998,127.33969
9,11.738385438919067,1.899406,127.34022
10,13.047173261642456,1.899081,127.34064
11,14.353374242782593,1.898714,127.34074
12,15.651910543441772,1.8985880000000002,127.34095
13,16.96597456932068,1.8985049999999999,127.34085
14,18.266265153884888,1.898148,127.34106
15,19.576575994491577,1.898379,127.34106
16,20.88054394721985,1.898232,127.34095
17,22.188886880874634,1.897823,127.34043
18,23.494119882583618,1.8977499999999998,127.34053
19,24.797951698303223,1.897614,127.34032
20,26.097376108169556,1.897237,127.34022
21,27.405996322631836,1.897174,127.3399
22,28.706162214279175,1.897195,127.34022
23,30.004952669143677,1.8967859999999999,127.33917
24,31.318496704101562,1.896597,127.33886
25,32.61937189102173,1.896472,127.33791
26,33.92364835739136,1.8963560000000002,127.33666
27,35.23198390007019,1.896011,127.33572
28,36.533230781555176,1.8958110000000001,127.33582
29,37.841492891311646,1.89556,127.33561
30,39.146740198135376,1.895591,127.33572
31,40.4548876285553,1.895424,127.33645
32,41.76130962371826,1.8952140000000002,127.33592
33,43.06952404975891,1.8947530000000001,127.33572
34,44.375160932540894,1.894805,127.33582
35,45.67398691177368,1.8948159999999998,127.33592
36,46.9824161529541,1.8949209999999999,127.33592
37,48.28757643699646,1.894701,127.33561
38,49.58630418777466,1.8946379999999998,127.33572
39,50.895756244659424,1.895057,127.33592
40,52.203330993652344,1.894344,127.33582
41,53.50497627258301,1.894627,127.33519
42,54.8081750869751,1.894596,127.33498
43,56.114012002944946,1.8946379999999998,127.33551
44,57.41304349899292,1.8938309999999998,127.33519
45,58.72679281234741,1.893915,127.3354
