,Tiempo [s],Tension [mV],Temperatura [K],Temp ambiente [K],Rango temp [C]
105,55.146016359329224,0.823405,293.6013404162423,,
106,55.671916484832764,0.823091,293.5935332670522,,
107,56.194841384887695,0.853327,294.345067257242,,
108,56.72171640396118,0.847328,294.19599719805603,,
109,57.23787522315979,0.828043,293.71665142063466,,
110,57.766008377075195,0.840659,294.0302556525794,,
111,58.29319906234741,0.828943,293.73902610774036,,
112,58.815317153930664,0.793671,292.8618188828837,,
113,59.342297315597534,0.8011990000000001,293.0490932204811,,
114,59.87086749076843,0.811804,293.3128641380441,,
