,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,2.304489,132.36458
1,0.9725661277770996,2.304728,132.33306
2,1.9211201667785645,2.302875,132.27767
3,2.8810720443725586,2.301803,132.20532
4,3.836887836456299,2.300242,132.14805
5,4.793092250823975,2.2982229999999997,132.12721
6,5.744710922241211,2.294694,132.13203
7,6.70179295539856,2.290791,132.13998
8,7.660902738571167,2.289313,132.13705
9,8.615629434585571,2.290572,132.12899
10,9.56516432762146,2.2925079999999998,132.136
11,10.524670362472534,2.293351,132.1515
12,11.479977369308472,2.2930289999999998,132.15496
13,12.42939805984497,2.291447,132.13988
14,13.388893842697144,2.290541,132.11768
15,14.346830368041992,2.290978,132.0914
16,15.293871402740479,2.291873,132.05475
17,16.258444786071777,2.2904370000000003,132.01088
18,17.211488246917725,2.285358,131.97559
19,18.159677743911743,2.28007,131.96491
20,19.123607635498047,2.277,131.97873
