,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,-0.648107,104.65188
1,0.9737167358398438,-0.648055,104.65381
2,1.93263578414917,-0.647961,104.65582
3,2.8882298469543457,-0.648097,104.65742
4,3.8411126136779785,-0.648076,104.65904
5,4.789512634277344,-0.648044,104.66092
6,5.749544620513916,-0.648065,104.66258
7,6.698965311050415,-0.648169,104.66445
8,7.657445669174194,-0.648097,104.66595
9,8.615787029266357,-0.648346,104.66782
10,9.569238424301147,-0.648273,104.66979
11,10.525308847427368,-0.648326,104.67121
12,11.474430084228516,-0.648502,104.67319
13,12.42990779876709,-0.648253,104.67446
14,13.38954210281372,-0.648315,104.67611
15,14.341192245483398,-0.648326,104.67772
16,15.298784017562866,-0.648471,104.67971
17,16.253941297531128,-0.648294,104.68127
18,17.20904803276062,-0.648492,104.68298
19,18.164252758026123,-0.648575,104.68442
20,19.116823196411133,-0.648742,104.68616
