,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,0.9811589999999999,119.3502
1,0.9662749767303467,0.980399,119.33709
2,1.9154608249664307,0.978942,119.32356
3,2.8748176097869873,0.9780150000000001,119.31199
4,3.834484577178955,0.9780979999999999,119.30559
5,4.789820909500122,0.9774950000000001,119.30627
6,5.74521541595459,0.976079,119.31455
7,6.694746017456055,0.975465,119.32827
8,7.6538612842559814,0.9756,119.33673
9,8.609547138214111,0.976058,119.32932
10,9.558534860610962,0.9764539999999999,119.30987
11,10.518162727355957,0.975986,119.29429
12,11.473721504211426,0.974299,119.29307
13,12.42289924621582,0.9725400000000001,119.29837
14,13.382115840911865,0.9706250000000001,119.29868
15,14.338252067565918,0.9696359999999999,119.29761
16,15.287106275558472,0.968731,119.30357
17,16.246437788009644,0.9685330000000001,119.31862
18,17.202045679092407,0.967149,119.33439
19,18.15115451812744,0.966233,119.34318
20,19.110617876052856,0.9656079999999999,119.34216
