,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,0.880675,119.3054
1,0.9661006927490234,0.880165,119.29597
2,1.9221076965332031,0.880061,119.28927
3,2.871002435684204,0.879509,119.2854
4,3.8300650119781494,0.8785620000000001,119.28309
5,4.786118745803833,0.8775630000000001,119.28236
6,5.746050834655762,0.876532,119.28173
7,6.70064902305603,0.8757619999999999,119.28079
8,7.650202989578247,0.875013,119.27912
9,8.609663486480713,0.874492,119.27524
10,9.566525936126709,0.8741279999999999,119.26802
11,10.51432180404663,0.874034,119.25598
12,11.473593711853027,0.8735350000000001,119.24184
13,12.429412603378296,0.873212,119.22687
14,13.378721952438354,0.872837,119.21315
15,14.341234922409058,0.87265,119.20153
16,15.293568849563599,0.871807,119.19347
17,16.242934465408325,0.871026,119.18739
18,17.207562685012817,0.8702869999999999,119.18341
19,18.157883882522583,0.869132,119.17985
20,19.118966817855835,0.8682470000000001,119.17745
