,Tiempo [s],Tension [mV],Resistencia [Ohm]
0,0.0,0.539286,116.07893
1,0.9620728492736816,0.538547,116.06245
2,1.9212236404418945,0.53836,116.04833
3,2.877070188522339,0.537506,116.03534
4,3.8262734413146973,0.535976,116.02437
5,4.790778398513794,0.533499,116.01491
6,5.745914697647095,0.53099,116.00456
7,6.700220584869385,0.5292,115.99331
8,7.64940881729126,0.527025,115.98068
9,8.605273962020874,0.525328,115.96825
10,9.56415343284607,0.523392,115.95726
11,10.513782978057861,0.521675,115.95063
12,11.46935248374939,0.520332,115.94812
13,12.42862606048584,0.5193949999999999,115.94681
14,13.378105640411377,0.5184789999999999,115.94505
15,14.333666324615479,0.517282,115.94688
16,15.29269790649414,0.51647,115.94613
17,16.247892379760742,0.5162100000000001,115.94123
18,17.19790744781494,0.5188229999999999,115.93269
19,18.157292127609253,0.523319,115.92227
20,19.112359046936035,0.524246,115.90983
